"ID","CES_CODE","X","Y","Species","Year","Agecorrectedcode","Ntot","HS_01_AWM","HS_02_AWM","HS_04_AWM","HS_08_AWM","HS_12_AWM","HS_16_AWM","AUC"
"S014_lusmeg_2005","S014",479600,4662500,"lusmeg",2005,4,16,46.75,45.60,45.91,44.79,45.55,46.15,0.68
"S014_lusmeg_2005","S014",479600,4662500,"lusmeg",2005,4,16,46.75,45.60,45.91,44.79,45.55,46.15,0.68
"S014_lusmeg_2005","S014",479600,4662500,"lusmeg",2005,4,16,46.75,45.60,45.91,44.79,45.55,46.15,0.68
"S014_lusmeg_2005","S014",479600,4662500,"lusmeg",2005,4,16,46.75,45.60,45.91,44.79,45.55,46.15,0.68
"S014_lusmeg_2005","S014",479600,4662500,"lusmeg",2005,4,16,46.75,45.60,45.91,44.79,45.55,46.15,0.68
"S014_lusmeg_2005","S014",479600,4662500,"lusmeg",2005,4,16,46.75,45.60,45.91,44.79,45.55,46.15,0.68
"S014_lusmeg_2005","S014",479600,4662500,"lusmeg",2005,4,16,46.75,45.60,45.91,44.79,45.55,46.15,0.68
"S014_lusmeg_2005","S014",479600,4662500,"lusmeg",2005,4,16,46.75,45.60,45.91,44.79,45.55,46.15,0.68
"S014_lusmeg_2005","S014",479600,4662500,"lusmeg",2005,3,16,46.75,45.60,45.91,44.79,45.55,46.15,0.68
"S014_lusmeg_2005","S014",479600,4662500,"lusmeg",2005,4,16,46.75,45.60,45.91,44.79,45.55,46.15,0.68
"S014_lusmeg_2005","S014",479600,4662500,"lusmeg",2005,4,16,46.75,45.60,45.91,44.79,45.55,46.15,0.68
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,4,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,4,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,4,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,4,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,4,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,4,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,4,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,4,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,4,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,4,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2000","S014",479600,4662500,"parcae",2000,3,10,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2001","S014",479600,4662500,"parcae",2001,3,1,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2001","S014",479600,4662500,"parcae",2001,4,1,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2001","S014",479600,4662500,"parcae",2001,3,1,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2001","S014",479600,4662500,"parcae",2001,3,1,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2001","S014",479600,4662500,"parcae",2001,3,1,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2001","S014",479600,4662500,"parcae",2001,3,1,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2001","S014",479600,4662500,"parcae",2001,3,1,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2001","S014",479600,4662500,"parcae",2001,3,1,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2001","S014",479600,4662500,"parcae",2001,3,1,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2001","S014",479600,4662500,"parcae",2001,3,1,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2002","S014",479600,4662500,"parcae",2002,4,4,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2002","S014",479600,4662500,"parcae",2002,4,4,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2002","S014",479600,4662500,"parcae",2002,4,4,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2002","S014",479600,4662500,"parcae",2002,4,4,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,3,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,3,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,3,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,3,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,4,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,4,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,3,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,3,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,3,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,3,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,3,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,3,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,3,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2003","S014",479600,4662500,"parcae",2003,4,3,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2004","S014",479600,4662500,"parcae",2004,4,1,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2005","S014",479600,4662500,"parcae",2005,4,2,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parcae_2005","S014",479600,4662500,"parcae",2005,4,2,44.39,46.27,47.45,47.84,48.60,49.37,0.71
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,3,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,4,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,3,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,3,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,4,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,4,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,3,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,4,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,3,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,4,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,4,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,4,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,4,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,4,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,3,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,4,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,3,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2000","S014",479600,4662500,"parmaj",2000,4,11,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,4,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,3,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,4,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,3,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,4,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,4,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,4,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,4,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,4,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,3,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,3,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,4,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,4,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,4,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,4,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,3,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,3,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,3,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2001","S014",479600,4662500,"parmaj",2001,4,12,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2002","S014",479600,4662500,"parmaj",2002,3,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2002","S014",479600,4662500,"parmaj",2002,4,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2002","S014",479600,4662500,"parmaj",2002,4,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2002","S014",479600,4662500,"parmaj",2002,4,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2002","S014",479600,4662500,"parmaj",2002,3,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2002","S014",479600,4662500,"parmaj",2002,3,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2002","S014",479600,4662500,"parmaj",2002,4,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2002","S014",479600,4662500,"parmaj",2002,4,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2002","S014",479600,4662500,"parmaj",2002,4,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2002","S014",479600,4662500,"parmaj",2002,3,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2003","S014",479600,4662500,"parmaj",2003,3,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2003","S014",479600,4662500,"parmaj",2003,4,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2003","S014",479600,4662500,"parmaj",2003,3,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2003","S014",479600,4662500,"parmaj",2003,3,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2003","S014",479600,4662500,"parmaj",2003,3,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2003","S014",479600,4662500,"parmaj",2003,4,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2003","S014",479600,4662500,"parmaj",2003,3,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2003","S014",479600,4662500,"parmaj",2003,3,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2003","S014",479600,4662500,"parmaj",2003,4,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2003","S014",479600,4662500,"parmaj",2003,4,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2003","S014",479600,4662500,"parmaj",2003,4,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2003","S014",479600,4662500,"parmaj",2003,4,6,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2004","S014",479600,4662500,"parmaj",2004,4,4,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2004","S014",479600,4662500,"parmaj",2004,4,4,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2004","S014",479600,4662500,"parmaj",2004,4,4,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2004","S014",479600,4662500,"parmaj",2004,4,4,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2005","S014",479600,4662500,"parmaj",2005,4,5,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2005","S014",479600,4662500,"parmaj",2005,4,5,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2005","S014",479600,4662500,"parmaj",2005,4,5,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2005","S014",479600,4662500,"parmaj",2005,4,5,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2005","S014",479600,4662500,"parmaj",2005,3,5,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_parmaj_2005","S014",479600,4662500,"parmaj",2005,4,5,47.37,48.17,49.44,49.80,50.56,51.04,0.64
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,3,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,3,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,3,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2000","S014",479600,4662500,"pasdom",2000,4,21,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2001","S014",479600,4662500,"pasdom",2001,4,7,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2001","S014",479600,4662500,"pasdom",2001,4,7,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2001","S014",479600,4662500,"pasdom",2001,3,7,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2001","S014",479600,4662500,"pasdom",2001,4,7,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2001","S014",479600,4662500,"pasdom",2001,4,7,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2001","S014",479600,4662500,"pasdom",2001,4,7,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2001","S014",479600,4662500,"pasdom",2001,4,7,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2001","S014",479600,4662500,"pasdom",2001,4,7,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2002","S014",479600,4662500,"pasdom",2002,3,0,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2003","S014",479600,4662500,"pasdom",2003,4,3,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2003","S014",479600,4662500,"pasdom",2003,4,3,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2003","S014",479600,4662500,"pasdom",2003,3,3,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2003","S014",479600,4662500,"pasdom",2003,4,3,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2004","S014",479600,4662500,"pasdom",2004,4,3,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2004","S014",479600,4662500,"pasdom",2004,4,3,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_pasdom_2004","S014",479600,4662500,"pasdom",2004,4,3,59.64,57.34,52.33,48.54,48.76,48.62,0.68
"S014_serser_2000","S014",479600,4662500,"serser",2000,4,12,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2000","S014",479600,4662500,"serser",2000,4,12,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2000","S014",479600,4662500,"serser",2000,4,12,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2000","S014",479600,4662500,"serser",2000,4,12,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2000","S014",479600,4662500,"serser",2000,4,12,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2000","S014",479600,4662500,"serser",2000,4,12,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2000","S014",479600,4662500,"serser",2000,4,12,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2000","S014",479600,4662500,"serser",2000,4,12,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2000","S014",479600,4662500,"serser",2000,4,12,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2000","S014",479600,4662500,"serser",2000,4,12,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2000","S014",479600,4662500,"serser",2000,4,12,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2000","S014",479600,4662500,"serser",2000,4,12,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2001","S014",479600,4662500,"serser",2001,4,2,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2001","S014",479600,4662500,"serser",2001,4,2,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2002","S014",479600,4662500,"serser",2002,4,2,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2002","S014",479600,4662500,"serser",2002,4,2,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_serser_2004","S014",479600,4662500,"serser",2004,4,1,51.41,51.50,49.34,47.44,47.86,48.10,0.64
"S014_sylala_2000","S014",479600,4662500,"sylala",2000,3,0,43.25,44.20,44.54,43.45,43.98,43.94,0.73
"S014_sylala_2000","S014",479600,4662500,"sylala",2000,3,0,43.25,44.20,44.54,43.45,43.98,43.94,0.73
"S014_sylala_2000","S014",479600,4662500,"sylala",2000,3,0,43.25,44.20,44.54,43.45,43.98,43.94,0.73
"S014_sylala_2001","S014",479600,4662500,"sylala",2001,3,0,43.25,44.20,44.54,43.45,43.98,43.94,0.73
"S014_sylala_2001","S014",479600,4662500,"sylala",2001,3,0,43.25,44.20,44.54,43.45,43.98,43.94,0.73
"S014_sylala_2001","S014",479600,4662500,"sylala",2001,3,0,43.25,44.20,44.54,43.45,43.98,43.94,0.73
"S014_sylala_2001","S014",479600,4662500,"sylala",2001,3,0,43.25,44.20,44.54,43.45,43.98,43.94,0.73
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,3,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,3,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,3,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,3,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,3,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,3,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,3,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,3,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,3,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,3,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,3,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,3,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
"S014_sylatr_2000","S014",479600,4662500,"sylatr",2000,4,37,52.40,53.28,53.53,53.11,53.56,54.16,0.69
